Application ID,Chief Investigator Team,Funding Scheme,Grant Title,Administering Institution,Grant Start Date,Total amount awarded,Plain Description
2011004,Assoc Prof Kyle Hoehn,Ideas Grants,Targeting caloric efficiency to treat obesity-related diabetes,University of New South Wales,4/11/2021,586751,"Diabetes is a major unmet medical need in Australia. We have recently discovered a new class of drug that reverses obesity and pre-diabetes in mice.  The objectives of this project are to determine whether this drug is effective in a mouse model of very severe obesity-related diabetes, and to determine if new drug coatings will improve drug exposure so that it can be taken orally once per day. Success of this project will provide vital data needed to support clinical translation."
2011010,Assoc Prof Anna Roujeinikova,Ideas Grants,Elucidating the function of host-derived cysteine in bacterial virulence,Monash University,4/11/2021,300922,"Our immune system responds to stomach infection with Helicobacter pylori by producing high levels of defence molecules called reactive oxygen species (ROS). However, H. pylori can withstand ROS, and they fail to clear the infection, but in the long term, ROS damage the stomach lining resulting in disease. This project tests the hypothesis that H. pylori uses amino acids cysteine and cystine available in the stomach lining to combat ROS.  The outcomes will aid future design of new antimicrobials."
2011020,Assoc Prof Ilia Voskoboinik,Ideas Grants,Cytotoxic T cell granules – a matter of life and death,University of Melbourne,4/11/2021,1386960,"Humans are protected from infections and cancer by a subset of immune cells called cytotoxic lymphocytes, which can recognised and kill rogue cells. Despite an enormous clinical interest, how these cells mature from a naive inactive to a fully activated state is poorly understood. The aim of the current proposal is to investigate that process, and thus provide a better understanding of how the immune system works and how it can be better utilised to treat cancer and other diseases."
2011033,Dr Mitchell Lawrence,Ideas Grants,ComBATing lethal prostate cancer with combination Bipolar Androgen Therapy,Monash University,4/11/2021,952194.2,"For 80 years, the main way to treat advanced prostate cancer has been to cut off the supply of male hormones. Unfortunately, this only works temporarily and it compromises quality of life. Surprisingly, new clinical trials show that the opposite approach – supplying excess testosterone – is effective and improves quality of life. Our novel idea is to boost the efficacy of testosterone therapy, and ensure more patients benefit, by combining it with a second drug. "
2011042,Prof Gerald Atkins,Ideas Grants,Establishing a new bone pathologic pathway and solving problems of diagnosis in chronic orthopaedic infections,University of Adelaide,4/11/2021,893115.8,"Orthopaedic and other bone infections are difficult to diagnose, treat and cure. Hard bone is a unique niche for host-pathogen interaction that provides both serious treatment challenges and new opportunities for improving patient outcomes. Using analysis of human patients, unique animal and human models of bone infection, our proposal will revolutionise diagnosis and understanding of complex infections such as periprosthetic joint infection and diabetic foot infection."
2011044,Dr Manisha Pandey,Ideas Grants,COMBAT - A Combination B-and T-Cell Epitope Vaccine to Futureproof COVID-19 Vaccine,Griffith University,4/11/2021,1211033,"We are proposing a vaccine that contains only safe components of the SARS-CoV-2 virus, yet effectively elicits protective immunity. The vaccine works by inducing antibodies capable of preventing the virus from attaching to lung cells, and killer T cells that destroy virus-infected cells. This highly innovative approach will generate a much needed safe and prophylactic 2nd generation modular vaccine, ideal for “vaccine update” that will have a major impact on health and society more generally. "
2011047,Assoc Prof Nadeem Kaakoush,Ideas Grants,Immunoglobulin A degradation by the gut microbiome,University of New South Wales,4/11/2021,647333,"The antibody immunoglobulin A (IgA) plays an important role in the immune response to microbial species at mucosal surfaces. Pathogenic bacterial species are known to degrade IgA in the gut to aid their virulence; however, little is known about this activity in commensal bacteria. Here, we aim to study a novel protein identified in a gut commensal bacterium that can potentially degrade IgA, and determine if this protein activity has downstream consequences to disease susceptibility."
2011083,Dr Sean Humphrey,Ideas Grants,Mapping the Beneficial Effects of Exercise in humans using Personalised Phosphoproteomics,University of Sydney,4/11/2021,1348941,"Exercise has major health benefits and can prevent many diseases. For example, it is very effective in diabetes by improving insulin action. However, exercise is poorly tolerated by many creating a need to define the mechanism for these benefits. Using cutting-edge technologies we have identified a new lead that might underpin exercise effects on insulin action. This project will characterise this novel pathway in humans, bringing us a step closer to finding a drug that mimics exercise."
2011115,Assoc Prof Tony Kenna,Ideas Grants,Defining the inflammatory T cell landscape in ankylosing spondylitis,Queensland University of Technology,4/11/2021,986267.2,"Ankylosing spondylitis, or AS for short, is a common inflammatory arthritis that affects joints of the spine and pelvis. There is no cure for AS. Cells of the immune system called T cells are known to be important in AS but the details of how these cells work in the disease are unclear. Our work will define exactly how T cells work in AS. This world-first knowledge will permit design of new treatments focused specifically on preventing harmful aspects of T cell function that contribute to AS."
2011119,Dr Laura Edgington-Mitchell,Ideas Grants,Legumain at the cutting edge of oral cancer,University of Melbourne,4/11/2021,588593,"Oral cancer patients suffer from profound pain and the survival rate is low due to the spread of the cancer. Effective therapies to treat oral cancer pain and prevent its spread are currently lacking. We have identified an enzyme that promotes cancer pain, and drugs that block its activity are effective at relieving pain. We will test the contribution of this enzyme to cancer spread and determine whether drugs blocking its activity are effective at preventing spread and alleviating pain. "
2011120,Dr Kelly Williams,Ideas Grants,When sporadic disease is not sporadic - exploiting cryptic relatedness to unravel MND genetics,Macquarie University,4/11/2021,1165925,"Amyotrophic lateral sclerosis (ALS) is a devastating neurodegenerative disease with a significant genetic component underlying both the hereditary and sporadic forms of disease. Using a global cohort of ~10,000 ALS cases, we aim to uncover unrecognised ancestral relationships between patients in order to detect new genes that cause ALS or influence the progression of the disease. We will also harness the power of artificial intelligence to predict prognosis and inform clinical care."
2011129,Prof David Lynn,Ideas Grants,Vaccine nonspecific effects of live and non-live vaccines: understanding the mechanisms and potential consequences.,Flinders University,4/11/2021,883314,"Increasing evidence suggests that in addition to protecting us against specific diseases, vaccines can also confer nonspecific effects that are defined as effects on health unrelated to the disease targeted by the vaccine. In this proposal, we will investigate how different vaccines may shape how our innate immune system responds to subsequent infections."
2011143,Assoc Prof Cecilia Prele,Ideas Grants,Evaluating anti-fibrotic drugs for intracochlear fibrosis,University of Western Australia,4/11/2021,1108813.8,"Cochlear implantation is currently the best method for hearing restoration and has been shown to improve speech understanding in the majority of patients. The acute and long-term outcomes of cochlear implantation remain variable and can be unpredictable. One reason for this variability is the formation of scar tissue around the electrode which, in some cases can lead to device failure. In this study we will determine if anti-fibrotic drugs can reduce the formation of this scar tissue."
2011172,Assoc Prof Francine Marques,Ideas Grants,A new role for gut pH in blood pressure regulation ,Monash University,4/11/2021,998801,"High blood pressure continues to be a major, poorly controlled but modifiable risk factor for cardiovascular death. Diets high in fibre are associated with lower blood pressure via the production of substances as a result of fibre digestion by gut microbes. We found that these same substances lower gut pH. This new mechanism could have major implications for the management of hypertension in the future."
2011193,Dr Dusan Matusica,Ideas Grants,Development of a nociceptive measuring device capable of differentiating chronic pain states,Flinders University,4/11/2021,777495.2,"Pain measurement is an essential element in any medical assessment, including diagnosis, monitoring of disease progress and evaluation of treatment effectiveness, but there is no common or easy method of objective pain measurement. This study aims to create an biosensor ""neuron-on-chip"" cell-based device with the machine learning driven capacity to measure and discriminate between various chronic types by analysing serum samples from animal models of chronic pain and human patients."
2011200,Dr Kirstan Vessey,Ideas Grants,Novel therapies for slowing vision loss caused by retinal degeneration,University of Melbourne,4/11/2021,735066,"Death of the light sensitive cells of the eye, the photoreceptors, is one of the leading causes of visual impairment in Australia. Our data indicate accumulation of intracellular waste within photoreceptors is a critical driver of their death. The aims of this project are to define the molecular pathways causing waste accumulation and find treatments that enhance waste recycling in photoreceptors to slow the devastating progression of vision loss."
2011209,Prof Rachel Huxley,Ideas Grants,Mapping sex differences in the journey of an individual with coronary heart disease through the healthcare system,Deakin University,4/11/2021,843258.4,"A general practice visit is often the first point of contact with the health system and a gateway to other specialist health services. However, data from different services are not easily ‘joined up’ making it difficult to look across the patient’s care journey. This project will join all health attendances for patients with heart related symptoms. This high-quality ‘joined up’ research will contribute to improvements in the provision of health services and patient outcomes in Australia."
2011217,Dr Maria del Pilar Dominguez Rodriguez,Ideas Grants,TARGETING DEREGULATED EPIGENETIC MECHANISMS IN LYMPHOMA,University of Melbourne,4/11/2021,1111760,"Diffuse large B-cell lymphomas (DLBCL) are aggressive tumors, with 40% patients not responding to the conventional chemotherapy treatment or relapsing after treatment. In this proposal, we will evaluate new epigenetic therapies to treat these lymphomas, targeting the non-inherited environmental factors that control the function of genes. We predict that the results from this project will drive new clinical trials for DLBCL patients with TET2 or CREBBP mutations, which represent 1 in 3 patients."
2011220,Assoc Prof Geraldine Mitchell,Ideas Grants,Regenerative surgery for liver disease using human iPSC-derived liver organoids,St Vincents Institute of Medical Research,4/11/2021,1184911.5,"This project will develop a new treatment for liver disease. Using a patient’s own stem cells, we will generate the key components of liver tissue and combine this into mini-liver units called organoids. Organoids will be transplanted into the body (in the groin), for initial development around a major artery/vein, forming a “second liver” in the body. We will then remove diseased liver tissue and replace this with the second liver, in a surgical procedure similar to liver transplantation. "
2011299,Assoc Prof Wayne Crismani,Ideas Grants,Deciphering incomplete penetrance of subfertility,St Vincents Institute of Medical Research,4/11/2021,1360955.2,"Infertility is one of the most common chronic health issues involving young adults. Infertility has many causes and is associated with other conditions including elevated risk of type 2 diabetes, heart disease and mental health issues such as anxiety and depression. The goal of the project is to discover genes that influence female fertility levels. This work is crucial to bridge the gap between accurately predicting who is at risk of infertility and how best to treat patients as individuals. "
2011314,Prof Melissa Little,Ideas Grants,Generating a higher order kidney by understanding and controlling nephron connectivity,Murdoch Childrens Research Institute,4/11/2021,1455804,"Engineering replacement kidney tissue for the treatment of chronic kidney disease has the potential to revolutionise kidney disease treatment. We previously used human stem cells to generate many nephrons, the filtering units of the kidney. In this project, we will focus on how to induce connections between these nephrons to ensure a common path for urine exit. This will bring us one stem closer to a stem-cell derived replacement kidney."
2011334,Dr Claire Foldi,Ideas Grants,Can psychedelics treat anorexia nervosa? Insights into the therapeutic effects of psilocybin in an animal model,Monash University,4/11/2021,770855,"Anorexia nervosa (AN) is a debilitating disorder which is currently untreatable. Phase 1 clinical trials of psilocybin are underway in patients with AN, however the biological mechanisms of psilocybin remain inadequately understood. This project, which will inform patient selection to avoid unfavourable effects, utilises the activity-based anorexia rat model combined with sophisticated techniques to furnish an understanding of psilocybin’s actions on weight loss, cognition and brain function."
2011342,Assoc Prof Alison Hayes,Ideas Grants,Novel modelling of childhood obesity to improve decision making and close the gap,University of Sydney,4/11/2021,367556.2,"Children from Aboriginal and Torres Strait Islander, other culturally and linguistically diverse groups, and socioeconomically disadvantaged groups are most affected by obesity. We will use novel modelling methods to assess childhood obesity prevention programs for future savings in healthcare costs, improvements in quality of life and impacts on inequalities. We will work with relevant stakeholders to ensure that resources are prioritised for the best and fairest obesity prevention programs."
2011344,Dr Georgia Kafer,Ideas Grants,Elucidating the impact of oxidative stress on the early development of human placental villi using human stem cell derived placentoids,University of the Sunshine Coast,4/11/2021,393481,"The placenta supports the life of the baby. Nutrients, waste and oxygen cross special placental cells (trophoblasts) at the boundary between fetal and maternal circulation. Early in pregnancy, trophoblasts may experience premature rises in oxygen levels that can damage the placenta and risk maternal and fetal health. A newly developed experimental system will be used to study how oxygen fluxes impact trophoblast health to better understand the cause of placental defects at the cellular level."
2011355,Dr Zhonglin Chai,Ideas Grants,New strategy to safely and effectively reduce diabetic kidney disease,Monash University,4/11/2021,1162198,"Diabetic kidney disease (DKD) is a catastrophic disease with no effective treatment to reduce scarring and inflammation, the major pathological features of DKD. We have found a new target and generated a prototype drug, CHA-061, to safely inhibit this target, which led to concurrent inhibition of inflammation and fibrosis in animal models of DKD. This grant will study the structure-activity relationship of this prototype inhibitor in order to generate a more effective therapy to combat DKD. "
2011391,Assoc Prof Renea Taylor,Ideas Grants,Developing novel CAR T cell therapy approaches to treat prostate cancer,Monash University,4/11/2021,1744586.4,"Prostate cancer is the most common cancer in Australian men and second leading cause of death. The major clinical challenge is to offer more effective treatments for men with advanced prostate cancer, particularly those who have failed all available therapies. This project will provide preclinical evidence that CAR T cell immunotherapy is effective for prostate cancer and will inform future clinical trial development. "
2011398,Assoc Prof David Harrich,Ideas Grants,Development of a defective interfering RNA based antiviral approach to treat infections by SARS-CoV-2 and emerging variants,QIMR Berghofer Medical Research Institute,4/11/2021,815219,"Specific therapy for severe disease caused by SARS-CoV-2 is limited. The ability of viruses to become resistant to a therapy may be obstacle for antiviral development. This project develops a unique platform, using virus-specific antiviral RNA, as a unique and possibly “antiviral-resistance” proof approach that could be deployed as a therapeutic for COVID-19 and also help to solve the challenge of viral pandemics from known and unknown viruses, especially other human pathogenic coronaviruses."
2011447,Prof Harshal Nandurkar,Ideas Grants,A novel single treatment for two serious complications of allogeneic stem cell transplantation: acute graft-versus-host disease and sinusoidal obstruction syndrome.,Monash University,4/11/2021,1863376,"Acute graft versus host disease (GVHD) is a frequent and devastating complication of allogeneic stem cell transplantation, which is the use of stem cells from a donor related or unrelated to the patient who is the recipient. It is mediated by immune activation and inflammation. We have developed a new drug (Anti-VCAM-CD39) that has anti-inflammatory and immune suppressive properties. We will test the efficacy of this drug to simultaneously treat GVHD."
2011462,Assoc Prof Lucy Palmer,Ideas Grants,The role of memory engrams in the cortex,University of Melbourne,4/11/2021,996007,"Memory formation is one of the great mysteries of the brain. Memories are not only crucial for survival, but they make us who we are. This project will address where, and how, memories are formed in the brain and provide insight into new targets to treat disorders of memory."
2011467,Emer Prof Warwick Britton,Ideas Grants,Defining the impact of chronic lung disease on COVID-19 and developing effective therapies,University of Sydney,4/11/2021,896784.2,"COVID-19 disease is driven by virus-induced, hyper-inflammation that damages the lungs. Patients with chronic lung disease, such as chronic obstructive pulmonary disease (COPD) and tuberculosis (TB), have increased severity of COVID-19 disease. Using our models of TB and smoking-induced COPD, we will define how chronic lung disease increases the severity of COVID-19, how CoV2 infection exacerbates TB and COPD, and identify effective drugs that suppress this inflammatory damage to the lung."
2011471,Assoc Prof Matthew Simunovic,Ideas Grants,"Optogenetic restoration of high-sensitivity vision with ChRmine, a novel Type I opsin",University of Sydney,4/11/2021,634081.6,"Inherited retinal disease (IRD) is the commonest cause of blindness in people of working age. Sight loss in IRD is due to the loss of light-sensitive cells inside the eye called the rods and cones. However, the light-insensitive nerve cells in the eye, which normally relay information from the rods and cones to the brain, persist. This project aims to introduce a new, highly light-sensitive protein called ChRmine into these cells to make them light-sensitive, thereby restoring vision."
2011481,Assoc Prof SEO-KYUNG CHUNG,Ideas Grants,Characterisation of novel genetic variants in Hyperekplexia and Dravet Syndrome: Identifying the Unknown Knowns,University of Sydney,4/11/2021,585714.5,"All people carry 3 million points-of-variation (variants) in their individual genetic code which can be accurately read but only partially interpreted. This study, with collective world-wide efforts of neurologists and scientists, will enhance our interpretation of variants that are overlooked in routine clinical genetic testing. Outcomes of this study will improve our understanding of neurological disorders and provide a methodological pathway to rapidly detect the splicing variant defects. "
2011513,Dr Ole Tietz,Ideas Grants,Intraneuronal Immunotherapy to treat Alzheimer’s Disease,Macquarie University,4/11/2021,972072,"Dementia is the single greatest cause of disability in older Australians and the second leading cause of death. At present, dementia can only be managed through symptomatic treatment with limited therapeutic effects. Current immunotherapies for dementia are limited to the small amount of toxic protein accessible outside neurons. This project will develop new immunotherapeutics that clear problematic proteins inside neurons in order to halt and reverse the course of dementia."
2011540,Dr Magdalene Montgomery,Ideas Grants,Development of multifaceted glucose-plus therapies - A focus on Hexosaminidase A (HEXA),University of Melbourne,4/11/2021,1087328,"Type 2 diabetes (T2D) is a cause of heart attacks, stroke, and kidney failure. Patients with T2D also commonly suffer from liver disease and increased blood lipids. We have recently identified Hexosaminidase A (HEXA) as a protein secreted by the liver that reduces high blood glucose levels and blood lipids, and improves insulin sensitivity and liver disease in diabetic mice. This project will investigate if HEXA is a useful therapeutic target for the treatment of metabolic disease."
2011547,Prof Graham Neely,Ideas Grants,Human pain genes as a window into pain mechanisms and modern pain management,University of Sydney,4/11/2021,832476,"Chronic pain affects ~20% of the adult population at any one time, most people will suffer from chronic pain at some stage in their lives, and available pain treatments do not help the majority of pain patients. In this project we use new genomic knowledge and techniques to gain basic insight into pain biology and develop new gene editing therapies to treat extreme untreatable chronic pain. "
2011557,Assoc Prof Anandwardhan Hardikar,Ideas Grants,A microRNA NanoChip Technology for Predicting Childhood Type 1 Diabetes Risk,University of Western Sydney,4/11/2021,390166.9,"Type 1 diabetes (T1D) involves destruction of insulin-producing cells. Current clinical tests, although useful to diagnose T1D, cannot accurately predict future T1D as they measure blood-based molecules that arise following the destruction of insulin producing cells.  Through this study, we use a novel test (like a pregnancy test) that offers the capacity to measure a different class of blood-based molecules, which can help identifying T1D progression. Early detection can help prevent diabetes."
2011558,Dr Lisa Mielke,Ideas Grants,Investigation of novel immune pathways for improving cancer immunotherapy,La Trobe University,4/11/2021,781419.4,"The epithelium of the gastrointestinal tract separates our body from the intestinal content. Its barrier function is crucially promoted by immune cells named intraepithelial lymphocytes (IELs) that sense cellular stress and recognise microbial agents. We show that IELs play a critical role in preventing bowel cancer progression. We will discover new genes and molecular pathways that promote the anti-cancer functions of IELs, leading to discovery of novel drug targets to treat bowel cancer. "
2011560,Prof Robin Anderson,Ideas Grants,Breast Cancer Dormancy - Mechanisms and Development of Rational New Therapies,La Trobe University,4/11/2021,768784.4,"Over 85% of breast cancer deaths are caused by the spread of the cancer cells to vital organs, leading to organ failure and death. Once these secondary tumours establish, our current therapies are not effective, at best, they delay the growth and further spread of the cancer.  Tumour cells can lie dormant for up to 20 years before relapse. The aim of this project is to test novel therapies for their ability to kill these dormant tumour cells before they can grow into new tumours. "
2011584,Dr Joanne Hildebrand ,Ideas Grants,Targeting necroptosis in the race to treat acute and chronic inflammation,Walter and Eliza Hall Institute of Medical Research,4/11/2021,1237965.2,"Necroptosis, a form of programmed cell death, is an important weapon used by our bodies to prevent the spread of viruses, bacteria and even cancer. We have discovered that many populations have developed genetic changes that may enhance necroptosis and increase inflammation in the body. We propose that these changes are the key to understanding why only some people develop severe life threatening symptoms to infections, and the key to designing more effective therapies for inflammatory diseases."
2011590,Dr Mastura Monif,Ideas Grants,Glioblastoma - inhibition of P2X7R as a potential therapeutic target for treatment of this aggressive cancer. ,Monash University,4/11/2021,842094,"Glioblastoma is a highly fatal human brain cancer generally affecting young adults, with survival time of only 12 months after diagnosis despite treatment. Our work is showing very promising results where inhibiting a particular cell membrane protein, P2X7R (with a particular drug AZ10606120) can significantly reduce tumour proliferation. AZ10606120 was better than the currently available chemotherapy, Temozolomide. This is very exciting and warrants urgent further study via this Ideas grant."
2011592,Assoc Prof Andrew Zalesky,Ideas Grants,Normative reference ranges for brain phenotypes in psychiatry,University of Melbourne,4/11/2021,596602.8,Psychiatry is one of the few remaining fields in medicine where biological tests are seldom used to inform treatments and guide diagnoses. We aim to improve the utility of brain imaging in psychiatry through the development and provision of healthy reference ranges for measurements of brain structure extracted from a patient's MRI scan. This project charts a way forward towards personalised brain medicine in psychiatry.
2011595,Dr Lachlan Harris,Ideas Grants,Prolonging survival in glioblastoma through quiescence inhibition,QIMR Berghofer Medical Research Institute,4/11/2021,571687.6,Most people diagnosed with the brain cancer glioblastoma die within 15-months. The cancer is so deadly because it rapidly returns after therapy. Glioblastoma returns because of slowly dividing cancer stem cells that resist treatment. Our strategy is to eliminate these cells by forcing them to divide quickly during chemotherapy. This project will test targeted molecules in organoid and pre-clinical animal models of the disease to establish an evidence base for Phase 1 trials.
2011627,Prof John Pimanda,Ideas Grants,The Single Cell Basis for the Emergence of Drug Resistance during Azacitidine Therapy in Myelodysplastic Syndromes and Acute Myeloid Leukemia,University of New South Wales,4/11/2021,1200569,Myelodysplasia and acute myeloid leukemia are blood cancers that arise in abnormal blood stem cells in the bone marrow. Azacitidine (AZA) is a drug that helps re-establish blood cell production in ~50% of patients. It is ineffective in the remainder. We will test whether AZA works in responders by improving the fitness of abnormal blood stem cells and their surrounding cells and modulating immune cells that help eliminate abnormal blood cells. This will guide drug discovery for non-responders. 
2011633,Prof Gavan McNally,Ideas Grants,Novel pathways to abstinence from alcohol seeking,University of New South Wales,4/11/2021,1104880,Relapse to drinking after a period of treatment remains a fundamental problem for sufferers of alcohol-use disorders. This project uses a suite of state of the art technologies in a well validated pre-clinical animal model to identify how the brain gates this propensity to relapse. It will provide critical new knowledge on which cells in which brain circuits to target as well as when to target them in order to prevent relapse and promote abstinence from drinking.
2011634,Assoc Prof Craig Phillips,Ideas Grants,Understanding Brain Cleaning in Obstructive Sleep Apnoea,University of Sydney,4/11/2021,658233.8,"During deep sleep, blood pressure falls and the brain rests. Production of toxic waste also slows while its removal increases. This brain cleaning process during sleep is thought to be crucial for preventing dementia. Obstructive Sleep Apnoea (OSA) is a common condition characterised by marked sleep and blood pressure disturbances. People with OSA have an increased risk for dementia. This study aims to investigate how sleep and blood pressure disturbances affect brain cleaning in people with OSA"
2011728,Assoc Prof David Croucher,Ideas Grants,Targeting metastatic triple-negative breast cancer with a selective oncogenic JNK inhibitor,University of New South Wales,4/11/2021,674218,"While JNK is a potent oncogene in TNBC, there are no effective JNK-targeting therapies due to the fact that this signalling pathway regulates numerous cellular functions. Leveraging a recent screen of 114,000 compounds, we have identified a novel molecule, called K12, that specifically inhibits the tumour promoting activity of JNK. Now, we will further the preclinical evaluation of K12, to generate a world-first drug capable of preventing metastatic outgrowth in TNBC"
2011730,Assoc Prof Natalie Hannan,Ideas Grants,Improving the pipeline for translation of therapies for serious complications of pregnancy,University of Melbourne,4/11/2021,965933,"Preeclampsia and fetal growth restriction are deadly complications of pregnancy, without current therapies for either. Development of treatments is seriously limited, pregnant women are excluded from drug trials, due to concerns for both mother and baby. We have developed a dedicated pipeline for drug discovery for pregnancy; we will thoroughly test promising drug candidates and advanced delivery strategies. This proposal paves the way for much needed development of therapies for pregnant women."
2011733,Dr Farshad Mansouri,Ideas Grants,The effects of early exposure to bushfires on adult brain structure and function,Monash University,4/11/2021,1326234,"The effects of bushfire smoke inhalation on brain structure and function remain unknown. We will conduct the first systematic study of this issue, based on a cohort of monkeys born during the 2019-2020 bushfire season. The effects of pre- and post-natal bushfire exposure will be investigated in adult brain, using functional and structural MRI, cognitive tests, and neuropathological examination. This project will gain vital scientific data that may help guide future government action."
2011747,Prof Magdalena Plebanski,Ideas Grants,Enabling early ovarian cancer diagnosis and prediction of platinum resistance  ,RMIT University,4/11/2021,999428,"Ovarian cancer often gets diagnosed late, and at that stage survival outcomes are poor. Here, we propose to use a simple drop of blood, to detect combinations of proteins and changes in genetic material originating from cancer and immune cells, to support earlier, more accurate diagnosis and predict platinum resistance to avoid delay of personalised treatment. We also develop easy-to-use, low-cost Lab-on-a Chip devices to enable routine testing and monitoring at the point-of-care."
2011753,Dr Stuart McDougall,Ideas Grants,Infiltrating central command to selectively alter autonomic function,University of Melbourne,4/11/2021,705188,"The brain controls blood pressure and other internal organ functions that are necessary for life. In disease, this control does not work properly. This can be the cause of diseases like hypertension, but it also seems to happen in neurological conditions. It is not known why. Using a genetically modified virus that we made, we hope to find out exactly which neurons control organ function and then modify their activity."
2011761,Assoc Prof Sandra Nicholson,Ideas Grants,A novel regulator of interferon signalling,Walter and Eliza Hall Institute of Medical Research,4/11/2021,646916,We have identified a new role for a protein called ARAP2 in regulating the immune response to infection. We have generated unique experimental models and have access to immune cells from 25 patients carrying ARAP2 mutations which will enable us to understand the role of ARAP2 in infectious diseases such as TB or Covid-19. This project offers the potential to identify and treat individuals at high risk of life-threatening infections.
2011763,Prof Shane Grey,Ideas Grants,Harnessing a novel immune check point for cancer killing,University of New South Wales,4/11/2021,924922.2,"The Project Team aims to test the idea that a patients T cells can be ‘tuned’ to increase the ability of their own immune system to find, infiltrate, and kill pancreatic cancer cells.This may be beneficial as a stand alone therapy or most likely, work in synergy with emerging immune therapies. "
2011767,Assoc Prof Chen Davidovich,Ideas Grants,Rewriting the dogma of chromatin compaction: a new pathway for polycomb-mediated gene repression in development and disease,Monash University,4/11/2021,849323.5,Polycomb repressive complexes are enzymatic complexes that safeguard the genome by preventing repressed genes from becoming active. The proposed study aimed at identifying how different types of polycomb repressive complexes work together to maintain genes in a compacted state that prevent their expression. The project aims to determine the cascade of molecular events that lead to chromatin compaction and to visualize this process in high resolution.
2011768,Prof Daniel Johnson,Ideas Grants,Understanding and Treating Videogame Addiction in Young People,Queensland University of Technology,4/11/2021,1048250.7,Excessive videogame play is causing harm to individuals and conflict among families. In the most severe cases players develop Internet Gaming Disorder. We will identify the factors that lead to addiction and based on this we will work with videogame players to design an intervention that will help people overcome IGD. The intervention will be based in software that videogame players are already using. We will evaluate the intervention and translate the knowledge we gain for use by others.
2011770,Dr Samir Taoudi,Ideas Grants,Upending the platelet paradigm: Targeting actin-driven membrane budding to modulate platelet production in health and disease,Walter and Eliza Hall Institute of Medical Research,4/11/2021,1953814,"Platelets are the cells in the blood responsible for blood clotting and also contribute to wound healing and fighting infection. In a world first, we discovered how the body produces platelets, overturning a 100-year-old dogma. We will capitalise on our breakthrough to understand the diseases of platelet production, develop new therapies to control platelet levels, and generate new knowledge to overcome scalability problems preventing laboratory-based production of platelets for clinical use."
2011806,Prof Ruiting Lan,Ideas Grants,"Transforming genomic surveillance of foodborne Salmonella infections with SalmonellaTracker: a standardised, high resolution and scalable platform",University of New South Wales,4/11/2021,865336,"Salmonella infections are a major health burden with over 50,000 cases each year in Australia. Control of this disease requires rapid and accurate strain typing and tracking. In this project we will develop tools for national and international Salmonella genomic surveillance. These tools will facilitate the tracking, control and characterisation of Salmonella in both the human population and in the food production chain, reducing their global health burden."
2011845,Assoc Prof Wendy Ingman,Ideas Grants,A paradigm shift in lactational mastitis,University of Adelaide,4/11/2021,946417,"Lactation mastitis is a debilitating inflammatory breast disease occurring in 1 in 5 Australian breastfeeding women. The disease causes lactation insufficiency, localised pain and rapid onset of fever, muscle aches, chills and fatigue, leading many women to use supplementary formula or cease breastfeeding altogether. This project will address key gaps in our understanding of the biological causes of mastitis and lead to improved prevention and treatment of this disease."
2011853,Prof Paul Donnelly,Ideas Grants,Illumination of Immune Checkpoint Therapy of Cancer: Molecular Imaging of Immunity with Copper Radiopharmaceuticals,University of Melbourne,4/11/2021,515103,"Exciting developments in the treatment of cancer have involved developing ways to reinvigorate a patient’s own immune system to attack their disease. This type of therapy, called immune checkpoint therapy, produces remarkable outcomes for some patients but some do not respond. This research will develop the chemistry required to produce imaging agents to enable clinicians to identify patients suitable for immune checkpoint therapies using non-invasive Positron Emission Tomography (PET) imaging. "
2011883,Prof Angela Dawson,Ideas Grants,Creating Health in a New Home: A transformative approach to building evidence for refugee health across generations,University of Technology Sydney,4/11/2021,919116.3,"Refugees experience serious health issues on arrival that demand specialised services. Little is known about refugee health after settlement and over generations and if tailored healthcare is needed. This study will deliver new evidence to plan appropriate cost-effective health services and programs. A roadmap will be designed with refugees to achieve health and evaluate outcomes. This innovative approach will empower refugees, placing them at the centre of their health decision making."
2011912,Mr Gregory Pratt,Ideas Grants,Communication training for mental health professionals: developing cultural sensitivity and capability to improve Aboriginal and Torres Strait Islander people mental health outcomes,QIMR Berghofer Medical Research Institute,4/11/2021,2813401,"This interventional study will be led by Indigenous researchers and mental health professionals and engage with Indigenous consumers, communities, services providers and policy makers to co-design, deliver and evaluate a communication training package for non-Indigenous mental health professionals. The goal is to improve health outcomes for Indigenous patients and build an accountable, more knowledgeable and culturally sensitive mental health workforce."
2011940,Prof Marcus Stoodley,Ideas Grants,CHIARI MALFORMATION: DEFINING PATHOPHYSIOLOGY AND TREATMENT GOALS,Macquarie University,4/11/2021,729270,Chiari I malformation is a complex neurological disorder that has a significant impact on a patient’s quality of life. We do not understand what causes many of the symptoms (debilitating headache &amp; cognitive deficits) and complications (spinal cysts). Indications for surgery and surgical goals are also controversial. This project addresses these knowledge gaps using integrated human studies and machine learning and is expected to develop imaging guidelines for surgical indications and success. 
