ID,Manual_Sleep_Topic,Funding_body,Scheme,Organisation,Investigators,Date,Funding,Summary
"LE230100038",no,ARC,"ARC Linkage Infrastructure, Equipment and Facilities","Flinders University","A/Prof Graziela Miot da Silva; A/Prof David Bruce; Prof Daniel Ierodiaconou; Prof Patrick Hesp; Prof Adrian Werner; A/Prof Ruth Reef; Dr Ryan Baring; Mr Jason Quinn; Dr Milena Fernandes; Mr James Holyman",01-Jan-0023,387250,"Coastal Bathymetry with Advanced Technologies (CoastBAT). This proposal will fund Coastal Bathymetry with Advanced Technologies (CoastBAT), a facility that will provide high resolution bathymetry in nearshore and inland waters, where information is currently limited due to high cost and/or difficult access by traditional surveying operations. The access to such information (and capability to monitor change) will unlock research opportunities in areas related to coastal sciences, while benefiting industry and training students in the use of the most up-to-date bathymetric surveying methods. This equipment facility represents a low-cost solution not currently available in other academic institutions in Australia and will facilitate collaborations across institutions nationally and internationally."
"LE230100039",no,ARC,"ARC Linkage Infrastructure, Equipment and Facilities","University of Wollongong","Prof Willy Susilo; Prof Dr Mohammed Bennamoun; Prof Svetha Venkatesh; Prof Dinh Phung; Prof Ron Steinfeld; A/Prof Amin Sakzad; Dr Colin Fidge; A/Prof Leonie Simpson; Prof Son Lam Phung; Prof Farid Boussaid; A/Prof Ashish Agalgaonkar; Prof Yang-Wai Chow; Prof Sunil Gupta; A/Prof Santu Rana; Dr Yannan Li",01-Jan-0023,440145,"Towards a Green and Sustainable Energy-efficient Metaverse. This project aims to establish a world-class facility for conducting research on green and sustainable energy-efficient metaverse technologies. The metaverse is widely anticipated as the next technological breakthrough that will revolutionise the way we interact, learn, work, shop and entertain in the new digital economy. However, metaverse technologies, including virtual reality, AI, big data, cybersecurity and blockchains, require a tremendous amount of computation and energy to serve millions of concurrent users. The proposed facility is expected to support the development of energy-efficient algorithms and systems for the metaverse, and establish Australia’s leadership in this emerging area of major economic and societal impact."
"LE230100044",no,ARC,"ARC Linkage Infrastructure, Equipment and Facilities","Australian National University","Prof Helen Bostock; Prof Nathan Daczko; Prof Kliti Grice; Dr Richard Jones; Dr Agathe Lisé-Pronovost; Prof Helen McGregor; A/Prof Michael O'Leary; A/Prof Jonathan Tyler; Prof Jody Webster; Prof Joanne Whittaker; Dr David Robinson; Prof Andrew Roberts; A/Prof Luke Nothdurft; Dr Indrani Mukherjee",01-Jan-0023,4378196,"Australian Membership of the International Ocean Discovery Program 2023-24. This proposal is for a 2 year membership of the International Ocean Discovery Program (IODP), the world’s largest collaborative research program in Earth and ocean sciences. IODP membership delivers access to global-ranging research infrastructure that provides unique enabling capabilities to explore, sample and monitor geological and biological activity deep beneath the seafloor. The IODP facilitates research into past global environmental change on multiple time scales, the deep biosphere, plate tectonics, formation and distribution of resources, and generation of hazards.  This research addresses multiple national science and research priorities, and underpins future societal and economic prosperity. "
"LE230100045",no,ARC,"ARC Linkage Infrastructure, Equipment and Facilities","Queensland University of Technology","Dr Mahboobeh Shahbazi; Prof Zhi-Gang Chen; A/Prof Md.Shahriar Hossain; Prof Kazuhiro Nogita; Prof Feng Liu; A/Prof Toan Dinh; Adj/Prof Jose Alarco; Prof Dongchen Qi; Adj/Prof Richard Taylor",01-Jan-0023,586779,"Versatile Physical Property Measurement System for South-East Queensland . Advanced materials including functional nanomaterials, superconductors and thermoelectrics exhibit exciting behaviours at micro/nano scale that have the potential to revolutionise industry and society through applications ranging from energy generation to transportation and health. Realising this technology-revolution requires rapid and accurate measurements of physical properties of novel materials across the extremes of temperature, pressure, magnetic fields. This project will deliver a state-of-the-art Physical Property Measurement System capable of automated, precision measurement of electron/phonon transport properties across super-low-temperature, high-magnetic field and high-pressures currently unavailable to Queensland researchers. "
"LE230100048",no,ARC,"ARC Linkage Infrastructure, Equipment and Facilities","University of Queensland","A/Prof Jeffrey Harmer; Prof Paul Bernhardt; Prof Kristofer Thurecht; Prof Mehdi Mobli; Dr Evelyne Deplazes; A/Prof Guy Jameson; Prof Christopher McDevitt; Prof Colette Boskovic; A/Prof Aaron Micallef; Prof Kathryn Fairfull-Smith; A/Prof James Blinco; Prof Nicholas Cox; Em/Prof Gottfried Otting; A/Prof Stephen Bell; A/Prof John Bruning",01-Jan-0023,570702,"High-Resolution Electron Paramagnetic Resonance Imaging and Spectroscopy. This project aims to establish a national network for Electron Paramagnetic Resonance (EPR) Imaging and Spectroscopy, with microscopic and molecular resolution. This new instrumentation, to be integrated into three facilities, will establish high spatial resolution EPR imaging, up-grade critical spectrometer detection sensitivity, provide photo-optic EPR and establish critical capability in Victoria. The equipment impacts a diverse range of fields including next generation photovoltaics and batteries, develops structural biology methods for in-cell characterisation, provides micro-dosimetry imaging of radicals from radionuclei, and provides capability to advance research using metal-based catalysts in synthetic and biological systems"
"LE230100051",no,ARC,"ARC Linkage Infrastructure, Equipment and Facilities","University of Melbourne","Prof Christina Lim; Prof Ampalavanapillai Nirmalathas; Prof Marimuthu Palaniswami; Prof Tansu Alpcan; Prof Kandeepan Sithamparanathan; Prof Malin Premaratne; Prof Elaine Wong; A/Prof Ke Wang; A/Prof Thach Nguyen; Adj/Prof Linh Nguyen; Dr Manik Attygalle",01-Jan-0023,545000,"Photonic Computing Architecture Validator. Photonic Computing Architecture Validator will be the first Australian facility - a testbed for accelerated development and validation of photonic implementation of machine learning architectures. This will enable rapid testing of ultrafast machine learning algorithms and applications to solve challenging problems with high-speed spatio-temporal data streams. This photonic computing architecture validator will be a critical enabler for many innovative and diverse research activities including protection of high-speed internet links against cyber-attacks, photonic radars with cognitive processing, biomedical imaging and sensing with parallel data streams, and analysis of high frequency trading in financial markets."
"LE230100052",no,ARC,"ARC Linkage Infrastructure, Equipment and Facilities","University of Sydney","Prof Chris Ling; Dr Fengwang Li; Dr Bree Morgan; Prof Yuan Chen; Prof Brendan Kennedy; Dr Nicholas Bedford; Prof Neeraj Sharma; Dr Emma Lovell; Prof Chuan Zhao; Prof Jan Seidel; Prof Guoxiu Wang; Dr Bing Sun; Prof Adam Lee; A/Prof Hamid Arandiyan",01-Jan-0023,549859,"Comprehensive and Versatile In-house X-ray Absorption Spectroscopy Facility. This projects aims to address the growing demand for x-ray absorption spectroscopy (XAS), by installing Australia's first in-house suite of instruments to complement and enhance capabilities at the Australian Synchrotron (AS). This project expects to generate new knowledge across a wide range of science and engineering fields, by using XAS to acquire unique new information about structure and bonding in functional materials and molecules, from which rational strategies can be designed to improve their performance. Expected outcomes of this project include the ability to perform experiments currently unavailable or impractical at the AS. This should provide significant benefits flowing from a bigger and better-trained national XAS user base."
"LE230100057",no,ARC,"ARC Linkage Infrastructure, Equipment and Facilities","Curtin University","Prof Craig Buckley; Prof George Koutsantonis; Prof Mark Paskevicius; Dr Terry Humphries; Prof Dr Zongping Shao; Prof Vishnu Pareek; Prof Rob Atkin; Prof Stephen Moggach; Prof Pauline Grierson; Prof Timothy Sercombe",01-Jan-0023,783000,"Hot Properties: Thermal Analysis Equipment for Western Australia. This project aims to create the first controlled-atmosphere thermal analysis suite in Western Australia. The suite will consist of a high-pressure thermogravimetric analyser and thermal conductivity instrument housed within an argon-filled glovebox, along with a differential scanning calorimetry-thermogravimetric analysis-mass spectrometer. The facility will enable the thermal properties of materials to be accurately determined in an air-free environment of which includes energy materials, batteries, porous materials, organometallics, and catalysts. Overall, this will create a Western Australian research hub for thermal analysis to enhance the network of institutional collaborations across Australia, resulting in high impact outputs."
"LE230100058",no,ARC,"ARC Linkage Infrastructure, Equipment and Facilities","Australian National University","A/Prof Elizabeth Ratnam; Prof Ian Petersen; Prof Iman Shames; Prof Jochen Trumpf; Prof Lachlan Blackhall; A/Prof Guodong Shi; Prof Ian Manchester; Prof Gregor Verbic; Prof Jianguo Zhu; Prof Vijay Varadharajan; Prof Steven Weller; Dr Kallol Karmakar; Prof David Hill",01-Jan-0023,400000,"National Facility for Electricity Grid Security and Resilience Research. This project aims to build a National Electricity Grid Security and Resilience Facility to investigate new and emerging security threats in large-scale industrial control systems. The Facility should provide a rich and unique characterisation capability of large-scale industrial control systems operated within electricity grids, generating new innovative and interdisciplinary knowledge across the fields of control, security, and power systems. This strategic facility will give researchers a significant advantage in the development of new methods for the secure operation of industrial control systems and approaches to counteract cyber threats, providing substantial benefits for critical electrical infrastructure and national security."
"LE230100063",no,ARC,"ARC Linkage Infrastructure, Equipment and Facilities","Australian National University","A/Prof Christopher Lidman; Prof Matthew Colless; Prof Sarah Brough; Dr Ivo Seitenzahl; Dr Ashley Ruiter; Prof Christian Wolf; A/Prof Tony Travouillon; Dr Anais Möller; A/Prof Michael Brown; Prof Alexander Heger; A/Prof Duncan Galloway; A/Prof Devika Kamath; Dr Simon O'Toole; Dr Sabrina Einecke; Prof Linqing Wen",01-Jan-0023,595295,"Explosive Astrophysics from Siding Spring Observatory. This project aims to link telescopes at Siding Spring Observatory into a fully automated network that can discover and investigate explosive astronomical events. By linking these telescopes to one another, it will be possible to study these transitory events in great detail soon after they occur and before they fade away forever. The expected outcomes include a deeper understanding into what explodes, the mechanisms that lead to the explosions, and how these explosions shape their surroundings. This project will connect this network into similar networks that are now being assembled in other parts of the world, and allow participation by Australian astronomers in what will be a golden age in the study of explosive astronomical transients.
"
"LE230100065",no,ARC,"ARC Linkage Infrastructure, Equipment and Facilities","University of New South Wales","Prof Alexander Hamilton; A/Prof Julie Karel; Prof Nagarajan Valanoor; Prof Madhu Bhaskaran; Prof Jared Cole; Prof Kiyonori Suzuki; Prof Nikhil Medhekar; Dr Feixiang Xiang; Prof Ajayan Vinu",01-Jan-0023,1310536,"Facility for growth and characterisation of advanced materials and devices. This proposal will create new capabilities for growing and characterising advanced materials used in electronic, magnetic, and optical devices. New crystal growth tools (a pulsed laser deposition system for volatile materials and an alloy deposition chamber) will allow previously incompatible materials to be combined. A cryogenic measurement platform with 20T magnet (the largest in Australia) will enable materials characterisation and device optimisation. The outcomes will underpin future developments in information processing, quantum technologies, sensors, and renewable energy, benefitting research at 3 ARC Centres of Excellence, 2 ARC Industrial Transformation Research Hubs, multiple projects with industry, and emerging research areas."
"LE230100066",no,ARC,"ARC Linkage Infrastructure, Equipment and Facilities","University of Western Australia","Dr Toni Santana-Ros; Dr Bruce Gendre; A/Prof David Coward; Dr Fiona Panther; Mr John Moore; Dr Manuel Cegarra Polo; Ms Stefania Wolf",01-Jan-0023,280000,"Transforming the Zadko Observatory into a Space Surveillance Hub. This project aims to transform the Zadko Observatory to a Space Surveillance Hub in Western Australia that will be used by major national and international users and commercial partners. It would replace the current infrastructure of the Observatory, and its instrumentation with modern equipment. This project would achieve the transformation of the existing facility to a space surveillance hub for a fraction of the nominal cost of a new hub, by leveraging on previous financial investments. Expected outcomes of this project is an improvement of the contribution of the facility to Australia’s strategic Space Programme specifically for space situational awareness and deep space imaging.
"
"LE230100069",no,ARC,"ARC Linkage Infrastructure, Equipment and Facilities","University of Sydney","Prof Terry Flew; Dr Robert Nicholls; Prof Derek Wilding; A/Prof Heather Ford; A/Prof Marian-Andrei Rizoiu; Dr Sacha Molitorisz; Dr Karen Lee; Prof Kalervo Gulson; Prof Lyria Bennett Moses; Dr Joanne Gray; A/Prof William Clapton; A/Prof Jonathon Hutchinson; A/Prof Daniel Joyce; Prof Catharine Lumby",01-Jan-0023,215000,"The International Digital Policy Observatory. This project aims to develop an International Digital Policy Observatory, which is the world’s first comprehensive database to track developments in digital/Internet regulation internationally. The facility will provide a unique means of fostering collaboration on research into the effectiveness of different approaches to regulation, and allow these researchers to provide insights to the ICT industry, policy-makers, and advocacy groups, through the real-time capturing and sharing of digital and internet policy initiatives across 50 countries. This will provide significant benefits in placing Australian at the forefront of regulatory best practice in the digital economy, by tracking policy initiatives in the global digital economy. "
"LE230100070",no,ARC,"ARC Linkage Infrastructure, Equipment and Facilities","University of Queensland","Prof Lianzhou Wang; A/Prof Jingwei Hou; Prof Hongxia Wang; Prof Zhi-Gang Chen; Prof Qin Li; Prof Shanqing Zhang; Prof Hang Ta; Dr Fengwang Li; Prof Ruth Knibbe; Prof Yusuke Yamauchi; A/Prof Shih-Chun Lo",01-Jan-0023,740700,"Integrated high-throughput material synthesis and characterisation system. The program aims to develop an integrated mobile high-throughput robotic system for rapid screening of synthesis parameters and physicochemical properties of functional nanomaterials. The new system with human-like reach will be designed to operate typical lab material synthesis, integrated with a thermal analyser for rapid structural analysis, a Raman spectrometer and a luminescence spectrometer for property fast screening, an electrochemical atomic force microscope for monitoring material's structure and performance during reactions. The new platform will provide the Australian Advanced Manufacturing sector excellent opportunities on critical materials development that underpin applications in clean energy, environment and health care. "
"LE230100078",no,ARC,"ARC Linkage Infrastructure, Equipment and Facilities","Deakin University","Prof Rosanne Guijt; Prof Michael Breadmore; Prof Weihua Li; Prof Brett Paull; A/Prof Stuart Thickett; Dr Vipul Gupta; Prof Muhammad J. A. Shiddiky; Dr Navid Kashaninejad; Dr Jun Zhang; Prof Ronald Sluyter; A/Prof Sara Baratchi; Prof Weiwei Lei; Dr Mohsen Sarafraz; Dr Dan Yuan; A/Prof Kiao Inthavong",01-Jan-0023,731584,"Ultra-High Resolution 3D Printing of Micron-Sized Structures and Voids. The Ultra-high Resolution 3D printing facility for making micron-sized structures and voids aims to position Australia as a leader in prototyping and manufacturing of microfluidic devices. The facility will support research in material science and microfluidic design and manufacturing and will support applications of microfluidics in analytical chemistry, biomedical microdevices and energy. The proposed facility bridges a critical gap between manufacturing for laboratory research and manufacturing for commercialisation. Expected outcomes include advanced materials and enhanced capacity in microfluidic design and prototyping, providing research training and skills to underpin global leadership in the manufacturing of microfluidic devices. "
"LE230100079",no,ARC,"ARC Linkage Infrastructure, Equipment and Facilities","University of Newcastle","Prof Hamish Maxwell-Stewart; Em/Prof Hugh Craig; Prof Paul Arthur; Prof Penny Edmonds; A/Prof Tully Barnett; Prof Ning Gu; Dr Julie Nichols; Prof Rosalind Smith; A/Prof Julieanne Lamond; Prof Andrew May; Prof Martin Gibbs; Prof Catharine Coleborne; Prof Bill Palmer",01-Jan-0023,472543,"Time Layered Cultural Map of Australia: Advanced Techniques and Big Data. The aim of the project is to understand Australian history and culture better through the perspective afforded by large data sets with spatial and temporal coordinates. To this end the project aims to build open-access infrastructure to create and analyse large spatio-temporal data sets, and to provide new map layers to serve as context for multiple research projects. Users would be able to deal with spatio-temporal data sets as dynamic systems and create multi-layered maps with them. The benefits would be a marked increase in the ease of humanities research using digital mapping and clear pathways to big data, high-end projects combining structured space and time data with traditional humanities insights and approaches. "
"LE230100085",no,ARC,"ARC Linkage Infrastructure, Equipment and Facilities","University of Adelaide","Prof Paul Jackson; Prof Geoffrey Taylor; Prof Kevin Varvell; Dr Chia-Ling Hsu; A/Prof Bruce Yabsley; Prof Ulrik Egede; Prof Martin White; Prof Martin Sevior; Prof Phillip Urquijo; Dr Andreas Hoecker; Prof Karl Jakobs; Prof Chris Parkes; Prof Toru Iijima",01-Jan-0023,2827000,"Enabling the future of the Australian collider physics program. The project aims to fund the continuation of Australia’s very successful experimental particle physics program to explore how the universe works at its fundamental level. We interrogate subatomic matter at the energy frontier at CERN's Large Hadron Collider and the intensity frontier at Japan's SuperKEKB collider. The basic contributions required for Australian membership of these two key programs will enable scientists to continue capitalising on decades of hard work and accumulated expertise, significant project outcomes and benefits include: access for Australia to advanced instruments and international research facilities; training of the next generation of researchers in detector construction and operation; and a rich science program."
"LE230100090",no,ARC,"ARC Linkage Infrastructure, Equipment and Facilities","Macquarie University","Prof Ian Paulsen; Prof Amy Cain; Prof Marc Wilkins; Prof Belinda Ferrari; Prof Irina Voineagu; Prof Garry Myers; Prof Diane McDougald; Prof David Gallego Ortega; Prof Brett Neilan; A/Prof Sasha Tetu; A/Prof Ming Li; Dr Liping Li; A/Prof Karl Hassan",01-Jan-0023,682792,"A multifaceted technology platform to enhance single cell genomics. A major limitation of traditional cellular studies is that they scrutinise DNA or RNA extracted from thousands of cells, resulting in a population average of what is there. This blunt approach misses key differences and interactions between cells in populations. This project aims to build capacity within the Ramaciotti Centre Consortium for single cell genomics by acquiring equipment for enhanced sorting or spatial mapping of single cells. This will enable innovative science across diverse fields including industrial biotechnology, environmental microbiology, neurobiology, and biosecurity and ensure that Australian researchers remain at the forefront of single cell genomics in organisms ranging from bacteria to animals to humans."
"LE230100091",no,ARC,"ARC Linkage Infrastructure, Equipment and Facilities","University of Sydney","Prof Michael Kassiou; Prof Martina Stenzel; Prof Elizabeth New; Prof Ewa Goldys; A/Prof Giancarlo Pascali; Prof Rachel Codd; Prof Lars Ittner; Dr Ole Tietz; Prof Steven Meikle; Prof Fernando Calamante; A/Prof Orazio Vittorio",01-Jan-0023,1001827,"Radiochemistry Facility for Biomolecule Characterisation in Living Systems. This project will provide a microfluidic radiochemistry facility that fills a critical capability gap in the network of core imaging research laboratories in New South Wales. It will enable the labelling of novel biomolecules with short-lived radioisotopes for their characterisation in living subjects. This platform will enable research as diverse as the development and in-vivo characterisation of new chemical probes and nanoparticles that bind to specific protein targets, development of next generation radiochemistry technologies, investigating mechanisms of brain plasticity in predictive learning, developing novel methods for multi-modal image analysis, and understanding the molecular pathways involved in dysregulated cellular networks."
"LE230100099",no,ARC,"ARC Linkage Infrastructure, Equipment and Facilities","University of Melbourne","Prof Eric Hanssen; A/Prof Debnath Ghosal; Prof Geoffrey McFadden; Prof Isabelle Rouiller; Prof Michael Parker; Prof Elena Ivanova; Prof Denise Wootten; Dr Matthew Belousoff; Dr James Bouwer; Prof Isabelle Lucet; A/Prof Peter Czabotar",01-Jan-0023,685000,"Cryo correlative Focused Ion Beam, a new frontier in structural biology. This project aims to establish the first fully integrated cryogenic correlative focused ion beam instrument in Australia. Focused ion beam microscopes are rapidly evolving instruments that harness the properties of ions to remove unwanted material from specimens. Integration of a fluorescent optical microscope within the same instrument will allow the targeted imaging of bio/material interfaces, cell and protein structure in their native environment. The potential innovations, applications and benefits to society are far reaching, with the facility expected to impact the development of atomic-scale imaging of protein structures for future drug development, biological processes and materials for advanced technology and manufacturing"
"LE230100107",no,ARC,"ARC Linkage Infrastructure, Equipment and Facilities","University of Adelaide","A/Prof Stuart Roy; Prof Alexander Johnson; A/Prof Bettina Berger; Prof Matthew Tucker; Dr Jesse Beasley; Prof Kate Howell; Prof Javen Qinfeng Shi; Prof Robert Furbank; Prof Ulrike Mathesius; Prof Caitlin Byrt; Dr Noune Melkoumian",01-Jan-0023,1042177,"A multi-environment phenotyping site for biotech plants. This project aims to establish two unique facilities that aid evaluation of genetically modified or gene edited crop plants and grain. The first, a state-of-the-art field site, expects to reduce biotech field trial costs by 10–100 times with remote sensors, phenotyping platforms, and capacity for environmental manipulation to reduce risk and simulate a broad range of field conditions. The second aims to provide commercial grain processing to improve nutrition and quality analysis. Expected benefits and outcomes include accelerated translation of fundamental research findings to commercial breeding programs, novel applications for computer vision and machine learning in remote agriculture, and enhanced training opportunities for researchers."
"LE230100112",no,ARC,"ARC Linkage Infrastructure, Equipment and Facilities","Australian National University","A/Prof Christopher Lidman; Prof Matthew Colless; A/Prof Michelle Cluver; Prof Christopher Tinney; Dr Sarah Sweet; Prof Julia Bryant; A/Prof Matthew Owers",01-Jan-0023,758689,"Expanded Horizons for the Anglo-Australian Telescope. This project aims to expand the capabilities of the Anglo-Australian Telescope’s two most demanded instruments: the internationally unique Two-degree-Field fibre positioner, and the recently installed Veloce exoplanet finder. Telescopes thrive or wither on the quality of the instruments that are installed on them, and regular refreshes like these are required for them to stay at the cutting edge. The expected outcomes of this project are more and better quality data from more reliable instruments, and higher scientific productivity. Benefits include new research opportunities for local scientists and students, new international partners for the telescope, enhanced international collaboration, and a secure future for the telescope."
"LE230100113",no,ARC,"ARC Linkage Infrastructure, Equipment and Facilities","Australian National University","Prof Yuerui Lu; Prof Ping Koy Lam; Prof Liming Dai; Prof Dewei Chu; Dr Hidehiro Yonezawa; Prof Ian Petersen; Prof Lan Fu; A/Prof James Bullock; Prof Dan Liu; Prof Deepak Dubal; Prof Yan Jiao; Prof Jianzhen Ou; Prof Elena Ostrovskaya; Prof Brian Abbey",01-Jan-0023,970000,"Cryogenic Near-Field Imaging and Spectroscopy Facility at the 10-nm-Scale. Cryogenic near-field imaging and spectroscopy impacts a wide range of next-generation technologies including non-invasive medical instruments, wearable devices, communication, quantum information systems and energy storage solutions. This project aims to build a cryogenic near-field imaging and spectroscopy platform at the nanometre scale for characterising nanomaterials and micro/nano-scale devices. The facility expects to provide rich and unique characterisation capabilities for hybrid devices at low temperatures and in a high vacuum environment. Such a platform enables multidisciplinary collaborations alongside local design and construction of hybrid devices, advancing the growth of local high-technology industries."
"LE230100121",no,ARC,"ARC Linkage Infrastructure, Equipment and Facilities","University of Sydney","Prof Anita Ho-Baillie; Prof Kourosh Kalantar-zadeh; Dr Munkhbayar Batmunkh; Dr Md Arafat Mahmud; Dr Miaoqiang Lyu; Prof Noushin Nasiri; Dr Jianghui Zheng; Prof Jianzhen Ou; Prof Benjamin Eggleton; Prof Alister Page",01-Jan-0023,500000,"High performance chalcogenide processing addressing grand challenges. This project aims to meet the growing need for micro- and nano- scale material processing, device fabrication and characterisation for chalcogenides, 2D transition metal dichalcogenides (TMDs) and van der Waals heterostructures based on allotropes of S, Se, Te etc for addressing the grand challenges of i) next generation data processing devices for increasing volume and speed of modern information and communication technologies; ii) high performance photovoltaics and smart windows for renewable energy generation and sustainable living; iii) rational design of photo-catalysts for clean hydrogen generation; iv) ultrasensitive gas sensors for detecting greenhouse gasses and v) ultra-violet (UV) sensors for preventing skin cancer. "
"LE230100122",no,ARC,"ARC Linkage Infrastructure, Equipment and Facilities","University of Adelaide","Prof David Ottaway; Dr Daniel Brown; Prof Peter Veitch; Asst Prof Johannes Eichholz; A/Prof Bram Slagmolen; Dr Carl Blair; Asst Prof Georgia Mansell; Asst Prof Jonathan Richardson; Dr Aidan Brooks",01-Jan-0023,460000,Adaptive Optics for Advanced Gravitational Wave Detectors . This project will create a full scale facility for testing optical aberration correction schemes for the world's gravitational wave detectors. The optical surfaces in gravitational wave detectors must be controlled to the atomic level to limit the impact of quantum noise and maximize the sensitivity of these extraordinary instruments. The fine tuning of optical surfaces is done using the so-called thermal compensation systems and currently the performance of these systems can only be evaluated once they are installed on a gravitational wave detector. This is severely limiting the optimization of this critical sub-system and hence there is an urgent need for this facility because it will be the only one of its type anywhere on the globe.
"LE230100125",no,ARC,"ARC Linkage Infrastructure, Equipment and Facilities","University of Tasmania","A/Prof Eloise Foo; Prof Timothy Brodribb; Prof Catriona Hurd; A/Prof Lana (Svetlana) Shabala; Dr David Nichols; Prof Christine Beveridge; Dr Chung-Chi Wu; Prof John Bowman",01-Jan-0023,682749,"I can see clearly now: An Ion Mobility Mass Spectrometry Imaging facility . Biology is complex- one plant or animal species can contain thousands of unique molecules. To harness the power of these biological molecules for food, fibre and medicine, we need to know precisely when and where they are produced. This proposal brings this capability to Tasmania and our national and global research network. Ion mobility mass spectrometry uses three dimensions to separate and identify unique molecules and this is now coupled to advanced imaging enabling us to visualise these molecules directly in intact tissues of plants and animals. This infrastructure will help us discover and use biological molecules to address the Australian Government priority areas of Food, Soil, Water and Environmental Change. "
"LE230100128",no,ARC,"ARC Linkage Infrastructure, Equipment and Facilities","Griffith University","Prof Scott Cummins; Prof Katherine Andrews; Prof Robert Capon; Prof Ian Henderson; Prof Mark Blaskovich; Prof Philip Hugenholtz; Dr Zeinab Khalil; Prof Alexander Loukas; Prof Denise Doolan; A/Prof Rohan Davis; Prof Abigail Elizur; Prof Sally-Ann Poulsen; A/Prof Tianfang Wang; A/Prof Yun Jiang Feng",01-Jan-0023,1078770,"Enhancing Australian biodiscovery molecule generation, storage and access. The project aims to establish the Australian Biodiscovery Network with the following integrated infrastructure: sample processing robotics and storage to enhance national biomolecule curation and access at Compounds Australia and automated LC/MS to increase natural product extraction at NatureBank at Griffith Uni; a robotic colony picker to expand the Uni Queensland Microbes Australia library; a protein purification system to facilitate pathogen biologic discovery at James Cook Uni; live cell imaging to enable biodiscovery for aquaculture at Uni Sunshine Coast. This infrastructure will enhance biodiscovery capacity of QLD universities and benefit hundreds of researchers nationally across health, aquaculture, agriculture and food security."
"LE230100129",no,ARC,"ARC Linkage Infrastructure, Equipment and Facilities","University of Adelaide","Prof Pavel Bedrikovetski; A/Prof Abbas Zeinijahromi; Prof Christoph Arns; A/Prof Furqan Hussain; A/Prof Mahshid Firouzi; Prof Dr Stephan Matthai; Dr Samintha Perera; Prof Behdad Moghtaderi; Prof Abdelmalek Bouazza; Dr Ulrike Schacht; Dr Mojtaba Rajabi; Prof Maziar Arjomandi; Prof David Lewis; Mr Thomas Chapman; Mr Dominic Pepicelli",01-Jan-0023,1929000,"Integrated facility for underground hydrogen storage research. The aim is to establish a state-of-the-art national research facility for hydrogen flow in porous media. Large amounts of underground hydrogen storage (UHS) capacity is available in depleted hydrocarbon reservoirs and saline aquifers. Hydrogen injection into geological formations can trigger geochemical and geomechanical processes that damage reservoirs and breach their integrity and seal capacity. UHS modelling is necessary to understand the governing mechanisms throughout storage–withdrawal cycles. The LIEF facility will enable site-specific experiments on hydrogen flow in porous media. This will enable Australia to make technological breakthroughs in critical areas of the economy, such as clean energy."
"LE230100145",no,ARC,"ARC Linkage Infrastructure, Equipment and Facilities","University of Queensland","Prof Bostjan Kobe; Dr Hongyi Xu; Prof Andrew Ellisdon; Prof Fasseli Coulibaly; Prof Mark von Itzstein; A/Prof Thomas Ve; A/Prof Frank Sainsbury; Dr Larissa Dirr; Prof Cameron Kepert; Prof Renae Ryan; Prof Paul Curmi; Prof Roger Wepf; Prof Brett Collins; Prof Luke Guddat; Dr Richard Birkinshaw",01-Jan-0023,1129423,"Nanocrystal Electron Diffraction Facility . This proposal aims to establish an advanced micro-crystal electron diffraction (MicroED) facility. Accurate determination of molecular structure is of crucial importance for the understanding of biological processes, the design of new materials and drugs and enhancing the efficiency of agriculture. The facility will establish an Australia-first dedicated micro-crystal electron diffractometer. The new equipment will provide new capabilities by enabling structure determination using nanometre-size crystals, and complement the already existing structural chemistry and biology facilities available at the participating institutions and nation-wide."
"LE230100147",no,ARC,"ARC Linkage Infrastructure, Equipment and Facilities","RMIT University","Prof Qian Ma; Prof Mark Easton; Prof Gwenaelle Proust; Prof Aijun Huang; A/Prof Xiaopeng Li; Prof Ming-Xing Zhang; Dr Qiyang Tan; A/Prof Stephen Beirne; Prof Guoxing Lu; Prof Andrey Molotnikov; Prof Martin Leary",01-Jan-0023,450294,"Free Float or support free: a new generation metal 3D printing facility . This project aims to establish a new generation metal 3D printing research facility that allows faster, more cost-effective, and greener 3D printing of complex metal parts, while offering greater design freedom than current metal 3D printing processes. This is important for cutting-edge research into this emerging technology and accelerating its adoption by Australian manufacturing. Expected outcomes include a state-of-the-art laser metal 3D printer, highly innovative metal 3D printing research and development capabilities, closer integration with industrial needs, and training of future metal 3D printing researchers. This should benefit the defence, space, aerospace, biomedical, clean energy, chemical processing and other industries."
